slug,doc_id,n,pre,struct,links,canon,gate,chunk,sa,ca,status,note
Z070000234_,Z070000234_,29,ok,ok,ok,ok,GREEN,ok,29,29,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (6s)
Z970000097_,Z970000097_,95,ok,ok,ok,ok,GREEN,ok,98,98,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (6s)
