slug,doc_id,n,pre,struct,links,canon,gate,chunk,sa,ca,status,note
Z930002200_,Z930002200_,28,ok,ok,ok,ok,GREEN,ok,28,28,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (14s)
Z940001100_,Z940001100_,19,ok,ok,ok,ok,GREEN,ok,19,19,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (9s)
Z940004000_,Z940004000_,28,ok,ok,ok,ok,GREEN,ok,28,28,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (11s)
Z950002486_,Z950002486_,31,ok,ok,ok,ok,GREEN,ok,31,31,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (12s)
Z950002676_,Z950002676_,55,ok,ok,ok,ok,GREEN,ok,54,54,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (13s)
Z950002688_,Z950002688_,29,ok,ok,ok,ok,GREEN,ok,29,29,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (11s)
Z960000006_,Z960000006_,62,ok,ok,ok,ok,GREEN,ok,62,62,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (20s)
Z970000097_,Z970000097_,0,КРИВО,-,-,-,-,-,-,-,QUARANTINE,статей=0
Z970000130_,Z970000130_,0,КРИВО,-,-,-,-,-,-,-,QUARANTINE,статей=0
Z970000150_,Z970000150_,13,ok,ok,ok,ok,GREEN,ok,13,13,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (10s)
Z970000151_,Z970000151_,38,ok,ok,ok,ok,GREEN,ok,38,38,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (13s)
Z970000201_,Z970000201_,1,ok,ok,ok,ok,GREEN,ok,0,0,EMPTY,chunks=0 (структ.статей=0)  (12s)
Z980000220_,Z980000220_,75,ok,ok,ok,ok,GREEN,ok,75,75,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (20s)
Z980000254_,Z980000254_,29,ok,ok,ok,ok,GREEN,ok,29,29,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (12s)
Z980000278_,Z980000278_,41,ok,ok,ok,ok,GREEN,ok,41,41,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (15s)
Z980000279_,Z980000279_,39,ok,ok,ok,ok,GREEN,ok,39,39,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (16s)
Z980000304_,Z980000304_,37,ok,ok,ok,ok,GREEN,ok,37,37,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (15s)
Z990000344_,Z990000344_,32,ok,ok,ok,ok,GREEN,ok,32,32,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (16s)
Z990000410_,Z990000410_,0,КРИВО,-,-,-,-,-,-,-,QUARANTINE,статей=0
Z990000414_,Z990000414_,10,ok,ok,ok,ok,GREEN,ok,10,10,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (10s)
Z990000422_,Z990000422_,41,ok,ok,ok,ok,GREEN,ok,41,41,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (15s)
Z990000427_,Z990000427_,50,ok,ok,ok,ok,GREEN,ok,50,50,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (19s)
Z990000429_,Z990000429_,23,ok,ok,ok,ok,GREEN,ok,23,23,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (12s)
Z990000456_,Z990000456_,61,ok,ok,ok,ok,GREEN,ok,61,61,DONE,written: C:\Users\user\Desktop\ADILETkz\reports\gates\69_six  (19s)
